problem_id,condition,group,correct,parsed_answer,truth,bin,op_type,response,clean_response,n_clean_tokens,n_gen_tokens,n_full_tokens,answer_token_idx,filename,has_trajectory,issues,contaminated
19,direct,G2,True,8,8,UltraSmall,D," 8
",8,2,2,2,1,019_direct.npy,True,,False
19,cot,G4,True,8,8,UltraSmall,D," 4 * (3 - 1) is 8. ANSWER: 8

Question:", 4 * (3 - 1) is 8. ANSWER: 8,17,19,19,16,019_cot.npy,True,,False
20,direct,G1,False,2,13,UltraSmall,A," (2 * 5) + 3
",2,1,8,8,0,020_direct.npy,True,,False
20,cot,G3,False,8,13,UltraSmall,A," (2 * 5) plus 3 is 8. ANSWER: 8

Question:", (2 * 5) plus 3 is 8. ANSWER: 8,17,19,19,16,020_cot.npy,True,,False
21,direct,G1,False,4,5,UltraSmall,B," (4 * 2)
",4,1,6,6,0,021_direct.npy,True,,False
21,cot,G3,False,3,5,UltraSmall,B," (4 * 2) minus 3 is (4 * 2) - 3. ANSWER: (4 * 2) - 3

Question:", (4 * 2) minus 3 is (4 * 2) - 3. ANSWER: (4 * 2) - 3,29,31,31,28,021_cot.npy,True,,False
22,direct,G1,False,8,14,UltraSmall,C," 8
",8,2,2,2,1,022_direct.npy,True,,False
22,cot,G3,False,8,14,UltraSmall,C," 2 * (2 + 5) is 8. ANSWER: 8

Question:", 2 * (2 + 5) is 8. ANSWER: 8,17,19,19,16,022_cot.npy,True,,False
23,direct,G1,False,7,-10,UltraSmall,D," 7
",7,2,2,2,1,023_direct.npy,True,,False
23,cot,G3,False,8,-10,UltraSmall,D," 5 * (3 - 5) is 8. ANSWER: 8

Question:", 5 * (3 - 5) is 8. ANSWER: 8,17,19,19,16,023_cot.npy,True,,False
24,direct,G1,False,8,24,UltraSmall,A," (8 * 8)
",8,1,6,6,0,024_direct.npy,True,,False
24,cot,G3,False,8,24,UltraSmall,A," (4 * 5) plus 4 is 8. ANSWER: 8

Question:", (4 * 5) plus 4 is 8. ANSWER: 8,17,19,19,16,024_cot.npy,True,,False
25,direct,G1,False,3,4,UltraSmall,B," (3 * 2)
",3,1,6,6,0,025_direct.npy,True,,False
25,cot,G3,False,2,4,UltraSmall,B," (3 * 2) - 2 is (3 * 2) - 2. ANSWER: (3 * 2) - 2

Question:", (3 * 2) - 2 is (3 * 2) - 2. ANSWER: (3 * 2) - 2,29,31,31,28,025_cot.npy,True,,False
26,direct,G1,False,8,3,UltraSmall,C," 8
",8,2,2,2,1,026_direct.npy,True,,False
26,cot,G4,True,3,3,UltraSmall,C," 1 plus 2 is 3. ANSWER: 3

Question:", 1 plus 2 is 3. ANSWER: 3,13,15,15,12,026_cot.npy,True,,False
27,direct,G1,False,8,-2,UltraSmall,D," 8
",8,2,2,2,1,027_direct.npy,True,,False
27,cot,G3,False,8,-2,UltraSmall,D," 2 * (4 - 5) is 8. ANSWER: 8

Question:", 2 * (4 - 5) is 8. ANSWER: 8,17,19,19,16,027_cot.npy,True,,False
28,direct,G1,False,5,25,UltraSmall,A," (5 * 4)
",5,1,6,6,0,028_direct.npy,True,,False
28,cot,G3,False,5,25,UltraSmall,A," (5 * 4) + 5 is (5 + 4) + 5. ANSWER: (5 + 4) + 5

Question:", (5 * 4) + 5 is (5 + 4) + 5. ANSWER: (5 + 4) + 5,29,31,31,28,028_cot.npy,True,,False
29,direct,G1,False,3,14,UltraSmall,B," (3 * 5)
",3,1,6,6,0,029_direct.npy,True,,False
29,cot,G3,False,1,14,UltraSmall,B," (3 * 5) - 1 is (3 + 5) - 1. ANSWER: (3 + 5) - 1

Question:", (3 * 5) - 1 is (3 + 5) - 1. ANSWER: (3 + 5) - 1,29,31,31,28,029_cot.npy,True,,False
30,direct,G2,True,8,8,UltraSmall,C," 8
",8,2,2,2,1,030_direct.npy,True,,False
30,cot,G3,False,5,8,UltraSmall,C," 1 * (5 + 3) is 5. ANSWER: 5

Question:", 1 * (5 + 3) is 5. ANSWER: 5,17,19,19,16,030_cot.npy,True,,False
31,direct,G1,False,8,-6,UltraSmall,D," 8
",8,2,2,2,1,031_direct.npy,True,,False
31,cot,G3,False,3,-6,UltraSmall,D," 3 * (1 - 3) is 3. ANSWER: 3

Question:", 3 * (1 - 3) is 3. ANSWER: 3,17,19,19,16,031_cot.npy,True,,False
32,direct,G1,False,8,12,UltraSmall,A," (8 * 2)
",8,1,6,6,0,032_direct.npy,True,,False
32,cot,G3,False,8,12,UltraSmall,A," (4 * 2) plus 4 is 8. ANSWER: 8

Question:", (4 * 2) plus 4 is 8. ANSWER: 8,17,19,19,16,032_cot.npy,True,,False
33,direct,G1,False,2,9,UltraSmall,B," (2 * 5)
",2,1,6,6,0,033_direct.npy,True,,False
33,cot,G3,False,1,9,UltraSmall,B," (2 * 5) - 1 is (2 * 5) - 1. ANSWER: (2 * 5) - 1

Question:", (2 * 5) - 1 is (2 * 5) - 1. ANSWER: (2 * 5) - 1,29,31,31,28,033_cot.npy,True,,False
34,direct,G1,False,8,30,UltraSmall,C," 8
",8,2,2,2,1,034_direct.npy,True,,False
34,cot,G3,False,7,30,UltraSmall,C," 3 * (5 + 5) is 7. ANSWER: 7

Question:", 3 * (5 + 5) is 7. ANSWER: 7,17,19,19,16,034_cot.npy,True,,False
35,direct,G1,False,8,-2,UltraSmall,D," 8
",8,2,2,2,1,035_direct.npy,True,,False
35,cot,G3,False,8,-2,UltraSmall,D," 2 * (2 - 3) is 8. ANSWER: 8

Question:", 2 * (2 - 3) is 8. ANSWER: 8,17,19,19,16,035_cot.npy,True,,False
36,direct,G1,False,2,15,UltraSmall,A," (2 * 5)
",2,1,6,6,0,036_direct.npy,True,,False
36,cot,G3,False,5,15,UltraSmall,A," (2 * 5) + 5 is (2 * 5) + 5. ANSWER: (2 * 5) + 5

Question:", (2 * 5) + 5 is (2 * 5) + 5. ANSWER: (2 * 5) + 5,29,31,31,28,036_cot.npy,True,,False
37,direct,G1,False,3,7,UltraSmall,B," (3 * 3) - 2
",3,1,8,8,0,037_direct.npy,True,,False
37,cot,G3,False,2,7,UltraSmall,B," (3 * 3) - 2 is (3 * 3) - 2. ANSWER: (3 * 3) - 2

Question:", (3 * 3) - 2 is (3 * 3) - 2. ANSWER: (3 * 3) - 2,29,31,31,28,037_cot.npy,True,,False
38,direct,G1,False,8,7,UltraSmall,C," 8
",8,2,2,2,1,038_direct.npy,True,,False
38,cot,G3,False,8,7,UltraSmall,C," 1 * (2 + 5) is 8. ANSWER: 8

Question:", 1 * (2 + 5) is 8. ANSWER: 8,17,19,19,16,038_cot.npy,True,,False
39,direct,G1,False,8,-3,UltraSmall,D," 8
",8,2,2,2,1,039_direct.npy,True,,False
39,cot,G3,False,1,-3,UltraSmall,D," 1 - 4 is 1. ANSWER: 1

Question:", 1 - 4 is 1. ANSWER: 1,13,15,15,12,039_cot.npy,True,,False
40,direct,G1,False,2,13,UltraSmall,A," (2 * 4) + 5
",2,1,8,8,0,040_direct.npy,True,,False
40,cot,G3,False,5,13,UltraSmall,A," (2 * 4) plus 5 is (2 * 4) + 5. ANSWER: (2 * 4) + 5

Question:", (2 * 4) plus 5 is (2 * 4) + 5. ANSWER: (2 * 4) + 5,29,31,31,28,040_cot.npy,True,,False
41,direct,G1,False,2,1,UltraSmall,B," (2 * 3) - 5
",2,1,8,8,0,041_direct.npy,True,,False
41,cot,G3,False,5,1,UltraSmall,B," (2 * 3) minus 5 is (2 * 3) - 5. ANSWER: (2 * 3) - 5

Question:", (2 * 3) minus 5 is (2 * 3) - 5. ANSWER: (2 * 3) - 5,29,31,31,28,041_cot.npy,True,,False
42,direct,G1,False,9,30,UltraSmall,C," 9
",9,2,2,2,1,042_direct.npy,True,,False
42,cot,G3,False,8,30,UltraSmall,C," 5 * (4 + 2) is 8. ANSWER: 8

Question:", 5 * (4 + 2) is 8. ANSWER: 8,17,19,19,16,042_cot.npy,True,,False
43,direct,G1,False,8,-5,UltraSmall,D," 8
",8,2,2,2,1,043_direct.npy,True,,False
43,cot,G3,False,8,-5,UltraSmall,D," 5 * (2 - 3) is 8. ANSWER: 8

Question:", 5 * (2 - 3) is 8. ANSWER: 8,17,19,19,16,043_cot.npy,True,,False
44,direct,G1,False,7,16,UltraSmall,A," (7 * 2)
",7,1,6,6,0,044_direct.npy,True,,False
44,cot,G3,False,8,16,UltraSmall,A," (4 * 3) plus 4 is 8. ANSWER: 8

Question:", (4 * 3) plus 4 is 8. ANSWER: 8,17,19,19,16,044_cot.npy,True,,False
45,direct,G1,False,5,19,UltraSmall,B," (5 * 4)
",5,1,6,6,0,045_direct.npy,True,,False
45,cot,G3,False,1,19,UltraSmall,B," (5 * 4) - 1 is (5 * 4) - 1. ANSWER: (5 * 4) - 1

Question:", (5 * 4) - 1 is (5 * 4) - 1. ANSWER: (5 * 4) - 1,29,31,31,28,045_cot.npy,True,,False
46,direct,G1,False,8,6,UltraSmall,C," 8
",8,2,2,2,1,046_direct.npy,True,,False
46,cot,G3,False,8,6,UltraSmall,C," 2 * (2 + 1) is 8. ANSWER: 8

Question:", 2 * (2 + 1) is 8. ANSWER: 8,17,19,19,16,046_cot.npy,True,,False
47,direct,G1,False,8,-12,UltraSmall,D," 8
",8,2,2,2,1,047_direct.npy,True,,False
47,cot,G3,False,8,-12,UltraSmall,D," 3 * (1 - 5) is 8. ANSWER: 8

Question:", 3 * (1 - 5) is 8. ANSWER: 8,17,19,19,16,047_cot.npy,True,,False
48,direct,G1,False,5,15,UltraSmall,A," (5 * 2)
",5,1,6,6,0,048_direct.npy,True,,False
48,cot,G3,False,5,15,UltraSmall,A," (5 * 2) + 5 is (5 + 5) + 5. ANSWER: (5 + 5) + 5

Question:", (5 * 2) + 5 is (5 + 5) + 5. ANSWER: (5 + 5) + 5,29,31,31,28,048_cot.npy,True,,False
49,direct,G1,False,5,7,UltraSmall,B," (5 * 2)
",5,1,6,6,0,049_direct.npy,True,,False
49,cot,G3,False,3,7,UltraSmall,B," (5 * 2) - 3 is (5 * 2) - 3. ANSWER: (5 * 2) - 3

Question:", (5 * 2) - 3 is (5 * 2) - 3. ANSWER: (5 * 2) - 3,29,31,31,28,049_cot.npy,True,,False
50,direct,G1,False,8,28,UltraSmall,C," 8
",8,2,2,2,1,050_direct.npy,True,,False
50,cot,G3,False,8,28,UltraSmall,C," 4 * (2 + 5) is 8. ANSWER: 8

Question:", 4 * (2 + 5) is 8. ANSWER: 8,17,19,19,16,050_cot.npy,True,,False
51,direct,G1,False,8,-8,UltraSmall,D," 8
",8,2,2,2,1,051_direct.npy,True,,False
51,cot,G3,False,8,-8,UltraSmall,D," 4 * (2 - 4) is 8. ANSWER: 8

Question:", 4 * (2 - 4) is 8. ANSWER: 8,17,19,19,16,051_cot.npy,True,,False
52,direct,G1,False,4,9,UltraSmall,A," (4 * 2)
",4,1,6,6,0,052_direct.npy,True,,False
52,cot,G3,False,1,9,UltraSmall,A," (4 * 2) + 1 is (4 * 2) + 1. ANSWER: (4 * 2) + 1

Question:", (4 * 2) + 1 is (4 * 2) + 1. ANSWER: (4 * 2) + 1,29,31,31,28,052_cot.npy,True,,False
53,direct,G1,False,4,12,UltraSmall,B," (4 * 4)
",4,1,6,6,0,053_direct.npy,True,,False
53,cot,G3,False,4,12,UltraSmall,B," (4 * 4) minus 4 is (4 * 4) - 4. ANSWER: (4 * 4) - 4

Question:", (4 * 4) minus 4 is (4 * 4) - 4. ANSWER: (4 * 4) - 4,29,31,31,28,053_cot.npy,True,,False
54,direct,G1,False,1,2,UltraSmall,C," 1
",1,2,2,2,1,054_direct.npy,True,,False
54,cot,G3,False,1,2,UltraSmall,C," 1 * (1 + 1) is 1. ANSWER: 1

Question:", 1 * (1 + 1) is 1. ANSWER: 1,17,19,19,16,054_cot.npy,True,,False
55,direct,G2,True,8,8,UltraSmall,D," 8
",8,2,2,2,1,055_direct.npy,True,,False
55,cot,G4,True,8,8,UltraSmall,D," 4 * (3 - 1) is 8. ANSWER: 8

Question:", 4 * (3 - 1) is 8. ANSWER: 8,17,19,19,16,055_cot.npy,True,,False
56,direct,G1,False,2,6,UltraSmall,A," (2 * 2)
",2,1,6,6,0,056_direct.npy,True,,False
56,cot,G3,False,2,6,UltraSmall,A," (2 * 2) + 2 is (2 * 2) + 2. ANSWER: (2 * 2) + 2

Question:", (2 * 2) + 2 is (2 * 2) + 2. ANSWER: (2 * 2) + 2,29,31,31,28,056_cot.npy,True,,False
57,direct,G1,False,5,18,UltraSmall,B," (5 * 4)
",5,1,6,6,0,057_direct.npy,True,,False
57,cot,G3,False,2,18,UltraSmall,B," (5 * 4) minus 2 is (5 * 4) - 2. ANSWER: (5 * 4) - 2

Question:", (5 * 4) minus 2 is (5 * 4) - 2. ANSWER: (5 * 4) - 2,29,31,31,28,057_cot.npy,True,,False
58,direct,G1,False,8,20,UltraSmall,C," 8
",8,2,2,2,1,058_direct.npy,True,,False
58,cot,G3,False,8,20,UltraSmall,C," 4 * (2 + 3) is 8. ANSWER: 8

Question:", 4 * (2 + 3) is 8. ANSWER: 8,17,19,19,16,058_cot.npy,True,,False
59,direct,G1,False,8,4,UltraSmall,D," 8
",8,2,2,2,1,059_direct.npy,True,,False
59,cot,G3,False,1,4,UltraSmall,D," 1 * (5 - 1) is 1. ANSWER: 1

Question:", 1 * (5 - 1) is 1. ANSWER: 1,17,19,19,16,059_cot.npy,True,,False
60,direct,G1,False,8,20,UltraSmall,A," (8 * 8)
",8,1,6,6,0,060_direct.npy,True,,False
60,cot,G3,False,8,20,UltraSmall,A," (4 * 4) plus 4 is 8. ANSWER: 8

Question:", (4 * 4) plus 4 is 8. ANSWER: 8,17,19,19,16,060_cot.npy,True,,False
61,direct,G1,False,2,7,UltraSmall,B," (2 * 4)
",2,1,6,6,0,061_direct.npy,True,,False
61,cot,G3,False,1,7,UltraSmall,B," (2 * 4) - 1 is (2 * 4) - 1. ANSWER: (2 * 4) - 1

Question:", (2 * 4) - 1 is (2 * 4) - 1. ANSWER: (2 * 4) - 1,29,31,31,28,061_cot.npy,True,,False
62,direct,G1,False,8,10,UltraSmall,C," 8
",8,2,2,2,1,062_direct.npy,True,,False
62,cot,G3,False,8,10,UltraSmall,C," 2 * (4 + 1) is 8. ANSWER: 8

Question:", 2 * (4 + 1) is 8. ANSWER: 8,17,19,19,16,062_cot.npy,True,,False
63,direct,G1,False,8,-4,UltraSmall,D," 8
",8,2,2,2,1,063_direct.npy,True,,False
63,cot,G3,False,8,-4,UltraSmall,D," 4 * (3 - 4) is 8. ANSWER: 8

Question:", 4 * (3 - 4) is 8. ANSWER: 8,17,19,19,16,063_cot.npy,True,,False
64,direct,G1,False,7,17,UltraSmall,A," (7 * 8)
",7,1,6,6,0,064_direct.npy,True,,False
64,cot,G3,False,5,17,UltraSmall,A," (3 * 4) plus 5 is (3 * 4) + 5. ANSWER: (3 * 4) + 5

Question:", (3 * 4) plus 5 is (3 * 4) + 5. ANSWER: (3 * 4) + 5,29,31,31,28,064_cot.npy,True,,False
65,direct,G1,False,8,6,UltraSmall,B," 8
",8,2,2,2,1,065_direct.npy,True,,False
65,cot,G3,False,2,6,UltraSmall,B," (4 * 2) minus 2 is (4 * 2) - 2. ANSWER: (4 * 2) - 2

Question:", (4 * 2) minus 2 is (4 * 2) - 2. ANSWER: (4 * 2) - 2,29,31,31,28,065_cot.npy,True,,False
66,direct,G1,False,8,30,UltraSmall,C," 8
",8,2,2,2,1,066_direct.npy,True,,False
66,cot,G3,False,8,30,UltraSmall,C," 5 * (5 + 1) is 8. ANSWER: 8

Question:", 5 * (5 + 1) is 8. ANSWER: 8,17,19,19,16,066_cot.npy,True,,False
67,direct,G1,False,8,-5,UltraSmall,D," 8
",8,2,2,2,1,067_direct.npy,True,,False
67,cot,G3,False,8,-5,UltraSmall,D," 5 * (4 - 5) is 8. ANSWER: 8

Question:", 5 * (4 - 5) is 8. ANSWER: 8,17,19,19,16,067_cot.npy,True,,False
68,direct,G1,False,5,11,UltraSmall,A," (5 * 2)
",5,1,6,6,0,068_direct.npy,True,,False
68,cot,G3,False,1,11,UltraSmall,A," (5 * 2) + 1 is (5 + 1)
ANSWER: (5 + 1)

Question:"," (5 * 2) + 1 is (5 + 1)
ANSWER: (5 + 1)",25,27,27,24,068_cot.npy,True,,False
69,direct,G1,False,2,7,UltraSmall,B," (2 * 4)
",2,1,6,6,0,069_direct.npy,True,,False
69,cot,G3,False,1,7,UltraSmall,B," (2 * 4) - 1 is (2 * 4) - 1. ANSWER: (2 * 4) - 1

Question:", (2 * 4) - 1 is (2 * 4) - 1. ANSWER: (2 * 4) - 1,29,31,31,28,069_cot.npy,True,,False
70,direct,G1,False,8,35,UltraSmall,C," 8
",8,2,2,2,1,070_direct.npy,True,,False
70,cot,G3,False,8,35,UltraSmall,C," 5 * (2 + 5) is 8. ANSWER: 8

Question:", 5 * (2 + 5) is 8. ANSWER: 8,17,19,19,16,070_cot.npy,True,,False
71,direct,G1,False,8,-20,UltraSmall,D," 8
",8,2,2,2,1,071_direct.npy,True,,False
71,cot,G3,False,8,-20,UltraSmall,D," 5 * (1 - 5) is 8. ANSWER: 8

Question:", 5 * (1 - 5) is 8. ANSWER: 8,17,19,19,16,071_cot.npy,True,,False
72,direct,G1,False,5,28,UltraSmall,A," (5 * 5) + 3
",5,1,8,8,0,072_direct.npy,True,,False
72,cot,G3,False,3,28,UltraSmall,A," (5 * 5) + 3 is (5 + 3) + 3. ANSWER: (5 + 3) + 3

Question:", (5 * 5) + 3 is (5 + 3) + 3. ANSWER: (5 + 3) + 3,29,31,31,28,072_cot.npy,True,,False
73,direct,G1,False,8,15,UltraSmall,B," (8 * 9)
",8,1,6,6,0,073_direct.npy,True,,False
73,cot,G3,False,5,15,UltraSmall,B," (4 * 5) minus 5 is (4 * 5) - 5. ANSWER: (4 * 5) - 5

Question:", (4 * 5) minus 5 is (4 * 5) - 5. ANSWER: (4 * 5) - 5,29,31,31,28,073_cot.npy,True,,False
74,direct,G1,False,8,6,UltraSmall,C," 8
",8,2,2,2,1,074_direct.npy,True,,False
74,cot,G3,False,1,6,UltraSmall,C," 1 * (1 + 5) is 1. ANSWER: 1

Question:", 1 * (1 + 5) is 1. ANSWER: 1,17,19,19,16,074_cot.npy,True,,False
75,direct,G1,False,8,-2,UltraSmall,D," 8
",8,2,2,2,1,075_direct.npy,True,,False
75,cot,G3,False,8,-2,UltraSmall,D," 2 * (4 - 5) is 8. ANSWER: 8

Question:", 2 * (4 - 5) is 8. ANSWER: 8,17,19,19,16,075_cot.npy,True,,False
76,direct,G1,False,7,20,UltraSmall,A," (7 * 8)
",7,1,6,6,0,076_direct.npy,True,,False
76,cot,G3,False,5,20,UltraSmall,A," (3 * 5) + 5 is (3 + 5) + 5. ANSWER: (3 + 5) + 5

Question:", (3 * 5) + 5 is (3 + 5) + 5. ANSWER: (3 + 5) + 5,29,31,31,28,076_cot.npy,True,,False
77,direct,G1,False,5,7,UltraSmall,B," (5 * 2)
",5,1,6,6,0,077_direct.npy,True,,False
77,cot,G3,False,3,7,UltraSmall,B," (5 * 2) - 3 is (5 * 2) - 3. ANSWER: (5 * 2) - 3

Question:", (5 * 2) - 3 is (5 * 2) - 3. ANSWER: (5 * 2) - 3,29,31,31,28,077_cot.npy,True,,False
78,direct,G1,False,8,16,UltraSmall,C," 8
",8,2,2,2,1,078_direct.npy,True,,False
78,cot,G3,False,8,16,UltraSmall,C," 2 * (3 + 5) is 8. ANSWER: 8

Question:", 2 * (3 + 5) is 8. ANSWER: 8,17,19,19,16,078_cot.npy,True,,False
79,direct,G2,True,8,8,UltraSmall,D," 8
",8,2,2,2,1,079_direct.npy,True,,False
79,cot,G4,True,8,8,UltraSmall,D," 4 * (3 - 1) is 8. ANSWER: 8

Question:", 4 * (3 - 1) is 8. ANSWER: 8,17,19,19,16,079_cot.npy,True,,False
80,direct,G1,False,7,29,Small,A," (7 * 8)
",7,1,6,6,0,080_direct.npy,True,,False
80,cot,G3,False,8,29,Small,A," (3 * 8) + 5 is (3 + 5) * 8. ANSWER: (3 + 5) * 8

Question:", (3 * 8) + 5 is (3 + 5) * 8. ANSWER: (3 + 5) * 8,29,31,31,28,080_cot.npy,True,,False
81,direct,G1,False,2,-2,Small,B," (2 * 2) - 6
",2,1,8,8,0,081_direct.npy,True,,False
81,cot,G3,False,6,-2,Small,B," (2 * 2) - 6 is (2 * 2) - 6. ANSWER: (2 * 2) - 6

Question:", (2 * 2) - 6 is (2 * 2) - 6. ANSWER: (2 * 2) - 6,29,31,31,28,081_cot.npy,True,,False
82,direct,G1,False,8,36,Small,C," 8
",8,2,2,2,1,082_direct.npy,True,,False
82,cot,G3,False,8,36,Small,C," 4 * (6 + 3) is 8. ANSWER: 8

Question:", 4 * (6 + 3) is 8. ANSWER: 8,17,19,19,16,082_cot.npy,True,,False
83,direct,G1,False,8,-9,Small,D," 8
",8,2,2,2,1,083_direct.npy,True,,False
83,cot,G3,False,9,-9,Small,D," 9 * (8 - 9) is 9. ANSWER: 9

Question:", 9 * (8 - 9) is 9. ANSWER: 9,17,19,19,16,083_cot.npy,True,,False
84,direct,G1,False,2,8,Small,A," (2 * 3)
",2,1,6,6,0,084_direct.npy,True,,False
